회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등당첨총금액,1등당첨금액,1등당첨자수,2등당첨총금액,2등당첨금액,2등당첨자수,3등당첨총금액,3등당첨금액,3등당첨자수,4등당첨총금액,4등당첨금액,4등당첨자수,5등당첨총금액,5등당첨금액,5등당첨자수
939,4,11,28,39,42,45,6,22208719507,1708363039,13,3701453257,55245571,67,3701455020,1380110,2682,6420400000,50000,128408,10637975000,5000,2127595
940,3,15,20,22,24,41,11,22768568632,2846071079,8,3794761488,74407088,51,3794763137,1629353,2329,6164600000,50000,123292,10437400000,5000,2087480
941,12,14,25,27,39,40,35,21556758752,1347297422,16,3592793151,41296473,87,3592796175,1097037,3275,7277200000,50000,145544,11414255000,5000,2282851
942,10,12,18,35,42,43,39,22570081878,3761680313,6,3761680364,72340007,52,3761682773,1521101,2473,6045350000,50000,120907,10227190000,5000,2045438
943,1,8,13,36,44,45,39,24045315756,3435045108,7,4007552658,54156117,74,4007554326,1472283,2722,6788150000,50000,135763,11192145000,5000,2238429
944,2,13,16,19,32,33,42,25503872628,1961836356,13,4250645481,53805639,79,4250648448,1390464,3057,7383250000,50000,147665,12202275000,5000,2440455
945,9,10,15,30,33,37,26,22952208383,1765554491,13,3825368104,53878424,71,3825369570,1536293,2490,6211200000,50000,124224,10604410000,5000,2120882
946,9,18,19,30,34,40,20,23734218002,2157656182,11,3955703017,55714127,71,3955703079,1341371,2949,6921650000,50000,138433,11122815000,5000,2224563
947,3,8,17,20,27,35,26,22965403500,1275855750,18,3827567262,65992539,58,3827567342,1202881,3182,7345400000,50000,146908,11759020000,5000,2351804
948,13,18,30,31,38,41,5,24074035876,2188548716,11,4012339320,44581548,90,4012339520,1381184,2905,6896450000,50000,137929,11264565000,5000,2252913
949,14,21,35,36,40,44,30,24585697130,2458569713,10,4097616250,63040250,65,4097617288,1579652,2594,6518150000,50000,130363,10960375000,5000,2192075
950,3,4,15,22,28,40,10,26255364000,3281920500,8,4375894017,65311851,67,4375894614,1516249,2886,7313500000,50000,146270,12114705000,5000,2422941
951,2,12,30,31,39,43,38,24465737254,1747552661,14,4077622944,56633652,72,4077625644,1402692,2907,7116750000,50000,142335,11730770000,5000,2346154
952,4,12,22,24,33,41,38,24423298506,2713699834,9,4070549829,43769353,93,4070552082,1339438,3039,7088800000,50000,141776,11524625000,5000,2304925
953,7,9,22,27,37,42,34,22968904126,1640636009,14,3828150780,37530890,102,3828153168,1169616,3273,7306000000,50000,146120,11659240000,5000,2331848
954,1,9,26,28,30,41,32,24787959000,2478795900,10,4131326528,64551977,64,4131326788,1554884,2657,6602850000,50000,132057,11074195000,5000,2214839
955,4,9,23,26,29,33,8,24278042256,2023170188,12,4046340410,56990710,71,4046340650,1526921,2650,6537200000,50000,130744,10984445000,5000,2196889
956,10,11,20,21,25,41,40,22252809381,2022982671,11,3708801600,27270600,136,3708802718,1214806,3053,7232500000,50000,144650,11629715000,5000,2325943
957,4,15,24,35,36,40,1,23392975507,2126634137,11,3898829274,63915234,61,3898830915,1375249,2835,6477250000,50000,129545,10659465000,5000,2131893
958,2,9,10,16,35,37,1,23941795125,1596119675,15,3990299235,59556705,67,3990299820,1615506,2470,6554850000,50000,131097,10840730000,5000,2168146
959,1,14,15,24,40,41,35,24122503128,3015312891,8,4020417225,53605563,75,4020418764,1606882,2502,6190100000,50000,123802,10364480000,5000,2072896
960,2,18,24,30,32,45,14,24011332130,2401133213,10,4001888688,71462298,56,4001890578,1557762,2569,6477300000,50000,129546,10900030000,5000,2180006
961,11,20,29,31,33,42,43,23177080881,2575231209,9,3862846830,52915710,73,3862847296,1422256,2716,6688200000,50000,133764,10985680000,5000,2197136
962,1,18,28,31,34,43,40,23290873128,1940906094,12,3881812230,53175510,73,3881813676,1503996,2581,6326400000,50000,126528,10597285000,5000,2119457
963,6,12,19,23,34,42,35,22147171875,1476478125,15,3691195380,54282285,68,3691198105,1176665,3137,7099350000,50000,141987,11097195000,5000,2219439
964,6,21,36,38,39,43,30,23458610630,2345861063,10,3909768460,75187855,52,3909770107,1597781,2447,6189000000,50000,123780,10307800000,5000,2061560
965,2,13,25,28,29,36,34,23823442503,3403348929,7,3970573766,86316821,46,3970575336,1662024,2389,6106450000,50000,122129,10216285000,5000,2043257
966,1,21,25,29,34,37,36,24113035130,2411303513,10,4018839200,80376784,50,4018841232,1708691,2352,5768500000,50000,115370,9901010000,5000,1980202
967,1,6,13,37,38,40,9,23239104376,5809776094,4,3873184107,56133103,69,3873184425,1564923,2475,6060000000,50000,121200,10212310000,5000,2042462
968,2,5,12,14,24,39,33,21680485879,1667729683,13,3613414318,37251694,97,3613416428,1159633,3116,7407500000,50000,148150,11647300000,5000,2329460
969,3,9,10,29,40,45,7,22988557880,1149427894,20,3831426368,68418328,56,3831428381,1455157,2633,6653950000,50000,133079,11059015000,5000,2211803
970,9,11,16,21,28,36,5,22561616630,1611544045,14,3760269456,43221488,87,3760271150,1516850,2479,6246150000,50000,124923,10305880000,5000,2061176
971,2,6,17,18,21,26,7,22355281500,3725880250,6,3725880266,60094843,62,3725880525,1387665,2685,6570450000,50000,131409,10858470000,5000,2171694
